ITEM_CODE,ITEM_NAME,PHYSICAL_QTY,PRICE,"DIFF QTY","DIFF VALUE",DEPT,GROUPS,SUBGROUPS
167514,"XMAS TREE 1.5M 510T",,629,-4,-2516,"HOME DECOR & TEXTILES","XMAS SEASONAL","xmas season"
167515,"XMAS TREE 1.8M 810T",,999,-3,-2997,"HOME DECOR & TEXTILES","XMAS SEASONAL","xmas season"
168419,"SOUP PLATE 85 FDL018 RJK",,16.9,-32,-540.8,"HOUSEWARE & KITCHENWARE",DINNERWARE,PLATE
177946,"FAIRY TALES WONDERFUL 10BOOK PACK",,109,-1,-109,STATIONERY,"CHILDREN BOOKS AND GEN REF","BOOKS AND LEARNINGS"
178039,"BOWL EMBOSSED 7 SW007EB RJK",,14.9,-20,-298,"HOUSEWARE & KITCHENWARE",DINNERWARE,BOWLS
17838,"SURE MEN APA ACTIVE DRY SPRAY 250ML 6",,44.99,-12,-539.88,SUPERMARKET,"HOME AND PERSONAL CARE",FRAGRANCES
179198,"MAGIC NANO TAPE 3CMX3M YW",,29.9,-27,-807.3,STATIONERY,"PACKAGING AND MAILING","   TAPES AND DISPENSERS"
179207,"DIARY 80 GSM 17.1X24.3CM B5 ASST DESIGN COL YW",,22.9,-1,-22.9,STATIONERY,"SCHOOL AND CHILDREN STATIONERY","NOTE BOOKS"
179253,"ENVELOPE A3 50PCS 32.4X40.05CM BROWN YW",,99,-10,-990,STATIONERY,"PACKAGING AND MAILING","   ENVELOPES"
184526,"3PCS BEDSPREAD SET PR 102X86"" MPBSK ASTD",,279,-5,-1395,"HOME DECOR & TEXTILES","BLANKETS QUILTS COMFORTERS AND BEDCOVERS",BEDSPREAD
18454,"DEVA CLEANING SPONGE 5X1    16",,29.99,-8,-239.92,SUPERMARKET,"HOME AND PERSONAL CARE","HOUSEHOLD CLEANERS"
183265,"BEER MUG 6PCS SET 550ML DOMINGO PJ 511901 RJK",,99,-5,-495,"HOUSEWARE & KITCHENWARE",GLASSWARE,"BEER MUGS AND BEER GLASS"
183283,"ICECREAM CUP 6PC SET 250ML VANILLA PJ 929 RJK",,59,-6,-354,"HOUSEWARE & KITCHENWARE",GLASSWARE,"ICE-CREAM CUPS AND BOWL /DESSERT SET"
183287,"BEER MUG 6PCS SET 410ML ROSE PJ 4914 RJK",,69,-6,-414,"HOUSEWARE & KITCHENWARE",GLASSWARE,"BEER MUGS AND BEER GLASS"
18384,"BABY BOY POWDER MS 180G   4",,12.99,-4,-51.96,SUPERMARKET,"HOME AND PERSONAL CARE","INFANT AND BABY CARE"
18341,"LONG MOUNTAIN CHENIN BLANC WHITE WINE 75CL 12",,65.99,-11,-725.89,SUPERMARKET,"BEVERAGES ALCOHOLIC",WINES
183451,"TUMBLER GLASS 450ML 3PCS SET 3GS06 RJK",,42.9,-15,-643.5,"HOUSEWARE & KITCHENWARE",GLASSWARE,"GLASS / TUMBLER /WINE / CHAMPAGNE"
184266,"CLOTH HANGER 7.5X36CM XSJ3600",,99,-2,-198,"HOUSEWARE & KITCHENWARE",LAUNDARY,"CLOTH HANGERS"
183606,"CERAMIC COUPE DINNER PLATE 95 FLW95INCH RJK",,19.9,-10,-199,"HOUSEWARE & KITCHENWARE",DINNERWARE,PLATE
184371,"NERO ICE LEMON DRINK 350ML  12",,5.99,-26,-155.74,SUPERMARKET,BEVERAGES,DRINKS
180205,"PRINCESS POWDER S/S 200GR  4",,14.99,-3,-44.97,SUPERMARKET,"HOME AND PERSONAL CARE","SKIN CARE"
182003,"FABER CASTELL TRIFLOW BALL PEN 0.7MM 50PCS GREEN",,2.9,-39,-113.1,STATIONERY,"GENERAL STATIONERY","   WRITING SUPPLIES"
180233,"DZIRE MINI WATER DISPENSER 1.3L 4W PWD-AP222",,59,-7,-413,"ELECTRICAL APPLIANCES","WATER DISPENSER","WD PORTABLE"
182194,"DZIRE FRIDGE DD 85L SILVER REF-TMF-11D",,2199,-1,-2199,"ELECTRICAL APPLIANCES",REFRIGERATOR,"DD TMF REFRIGERATOR"
179869,"PASTELITER 4020P/2BC",,12.9,-1,-12.9,STATIONERY,"SCHOOL AND CHILDREN STATIONERY","ART AND HOBBY SETS"
180688,"DZIRE LIGHT RECHARGEABLE  RL30-823A",,119,-12,-1428,"ELECTRICAL APPLIANCES",LIGHTING/LAMPS,"TORCH/ LANTERN"
190051,"BEER GLASS 500ML 2PCS SET  YWU",,24.9,-18,-448.2,"HOUSEWARE & KITCHENWARE",GLASSWARE,"BEER MUGS AND BEER GLASS"
189501,"3PCS COMFORTER SET TWIN 66""X86"" MF ASST 03-CO-0475",,229,-3,-687,"HOME DECOR & TEXTILES","BLANKETS QUILTS COMFORTERS AND BEDCOVERS",COMFORTERS
187474,"TRASH BIN PLASTIC GREY RJK G5270",,299,-4,-1196,"HOUSEWARE & KITCHENWARE","HOME HYGIENE",DUSTBINS
185212,"PLATE 6 CLP6 RJK",,4.9,-4,-19.6,"HOUSEWARE & KITCHENWARE",DINNERWARE,PLATE
186695,"RAINBOW CONTAINER 7PCS SET RECT PLASTIC 8018-7",,49.9,-11,-548.9,"HOUSEWARE & KITCHENWARE","STORAGE AND ORGANIZER","STORAGE CONTAINERS"
185373,"3PCS BEDSHEET SET Q 230X250CM PRINT ASS 03-BT-1028",,99,-8,-792,"HOME DECOR & TEXTILES","BED SHEET","QUEEN SIZE BEDSHEET"
185377,"4PCS BEDSHEET SET Q 230X250CM PRINT ASS 03-BT-1032",,139,-4,-556,"HOME DECOR & TEXTILES","BED SHEET","QUEEN SIZE BEDSHEET"
185378,"4PCS BEDSHEET SET K 270X250CM PRINT ASS 03-BT-1033",,159,-19,-3021,"HOME DECOR & TEXTILES","BED SHEET","KING SIZE BEDSHEET"
186838,"MY FIRST 1000 WORDS",,29,-2,-58,STATIONERY,"CHILDREN BOOKS AND GEN REF","BOOKS AND LEARNINGS"
186042,"GLASS JUG WCUP 7PCS SET 1600240ML 19157DDE RJK",,149,-5,-745,"HOUSEWARE & KITCHENWARE","STORAGE AND ORGANIZER","STORAGE CONTAINERS"
186058,"AKAI POWER BLENDER 2L 1200W SILENT BD079A-11C",,1499,-4,-5996,"ELECTRICAL APPLIANCES","COMMERCIAL APPLIANCES","COMMERCIAL BLENDER"
186191,"DZIRE POWER BLENDER W/MILL 2L 550W PCJAR BLC-HB001",,689,-2,-1378,"ELECTRICAL APPLIANCES","COMMERCIAL APPLIANCES","COMMERCIAL BLENDER"
191928,"DINNER SPOON 52G0355 ZHN",,24.9,-43,-1070.7,"HOUSEWARE & KITCHENWARE","CUTLERY ITEMS","SPOONS FORKS KNIFE AND CUTLERY SET"
193004,"BOTTLE OPENER ZHN KB842",,5.9,-75,-442.5,"HOUSEWARE & KITCHENWARE","CUTLERY ITEMS",OPENERS
193007,"CORK OPENER ZHN KB252",,19.9,-1,-19.9,"HOUSEWARE & KITCHENWARE","CUTLERY ITEMS",OPENERS
190720,"BOTTLE OPENER METAL PLASTIC BOTTLE SHAPE YWU",,9.9,-12,-118.8,"HOUSEWARE & KITCHENWARE","CUTLERY ITEMS",OPENERS
192231,"BELLORA FOOD STORAGE BOWL W/LID 3PCS SET HL7012DCL",,29.9,-14,-418.6,"HOUSEWARE & KITCHENWARE","STORAGE AND ORGANIZER","STORAGE CONTAINERS"
197973,"MCBERRY SIMA COOKIES BISCUITS 18G  72",,1.09,-66,-71.94,SUPERMARKET,"FOOD CUPBOARD",BISCUITS
197091,"MCBERRY CORN FLAKES 25G  100",,2.19,-74,-162.06,SUPERMARKET,"FOOD CUPBOARD","BREAKFAST CEREALS"
197524,"LUX BAR SOAP ROMANTIC HIBISCUS 170G 48",,22.99,-48,-1103.52,SUPERMARKET,"HOME AND PERSONAL CARE","PERSONAL WASH"
197727,"DINNER SET PORCELAIN WHITE 48PCS SW048-W",,399,-1,-399,"HOUSEWARE & KITCHENWARE",DINNERWARE,DINNER-SETS
196675,"CERES MEDLRY 500ML 10",,23.99,-8,-191.92,SUPERMARKET,BEVERAGES,JUICE
202848,"DINNER SET 16PCS MATT CERAMIC T164002",,199,-2,-398,"HOUSEWARE & KITCHENWARE",DINNERWARE,DINNER-SETS
201904,"PEEVA BOTTLE MINERAL WATER  500ML 20",,1.39,40,55.6,SUPERMARKET,BEVERAGES,"MINERAL WATER"
57869,"CUSSONS MORNING FRESH D/WASH ORIGINAL  450ML  18",,26.99,-13,-350.87,SUPERMARKET,"HOME AND PERSONAL CARE","HOUSEHOLD CLEANERS"
51989,"SOFTCARE SANITARY PAD A+ 285MM GOLD  (16PCS)  24",,23.99,-16,-383.84,SUPERMARKET,"HOME AND PERSONAL CARE","FEMININE CARE"
58187,"COLGATE TOOTHPASTE HERBAL 70ML  72",,11.99,-30,-359.7,SUPERMARKET,"HOME AND PERSONAL CARE","ORAL CARE"
59332,"DEVA LIQUID HAND SOAP CITRUS  5L  4",,114.99,-4,-459.96,SUPERMARKET,"HOME AND PERSONAL CARE","PERSONAL WASH"
64717,"PARLE RIK RAK STRAWBERRY FILLED WAFER 18G 72",,1.09,-71,-77.39,SUPERMARKET,"FOOD CUPBOARD",BISCUITS
40552,"HAPPY DELIGHT PINE MANGO & PASSION JUICE  200ML24",,3.79,1,3.79,SUPERMARKET,BEVERAGES,JUICE
54360,"BRUSH WASHING VICE PRESIDENT P5219",,2.9,-35,-101.5,"HOUSEWARE & KITCHENWARE","HOME HYGIENE","BROOM BRUSHES DUSTPANS"
54362,"SUPER STAR WASHING BRUSH  P-5224",,1.9,-5,-9.5,"HOUSEWARE & KITCHENWARE","HOME IMPROVEMENT",BRUSH
42283,"PELICAN XXX RUM 750ML 12",,99.99,-10,-999.9,SUPERMARKET,"BEVERAGES ALCOHOLIC",RHUM
49364,"UNOLI SOYABEAN OIL 1L  12",,59.49,-7,-416.43,SUPERMARKET,"FOOD CUPBOARD","EDIBLE OILS AND GHEE"
61767,"YUMVITA INFANT CEREAL WHEAT 50G (10SC X 8ST) 80",,6.29,-56,-352.24,SUPERMARKET,"FOOD CUPBOARD","BABY FOOD"
62260,"5 STAR KAESAR APPLE DRINK 350ML 16",,2.89,-1,-2.89,SUPERMARKET,BEVERAGES,DRINKS
43198,"JUVER DISFRUTA NECTAR PEACH JUICE 1L  12",,32.99,-8,-263.92,SUPERMARKET,BEVERAGES,JUICE
43843,"STYLE UP HAIR GEL 80ML  6",,26.99,-10,-269.9,SUPERMARKET,"HOME AND PERSONAL CARE","HAIR CARE"
39376,"GEURTS APRICOT JAM 450G 12",,46.99,-2,-93.98,SUPERMARKET,"FOOD CUPBOARD","SPREADS AND TOPPING"
39465,"CAMPARI BITTERS 1L 6",,249.99,-2,-499.98,SUPERMARKET,"BEVERAGES ALCOHOLIC",LIQUER
39955,"PRAN PREMIUM ORANGE JUICE TETRA PACK 1L  12",,22.99,-1,-22.99,SUPERMARKET,BEVERAGES,JUICE
36408,"2000 WIHTE SUGAR 1KG  10",,37.99,-1,-37.99,SUPERMARKET,"FOOD CUPBOARD","SALT  SUGAR AND JAGGERY"
36774,"FROSTY BITE ICE CREAM STRAWBERRY TUB 1800ML 1",,64.99,-3,-194.97,SUPERMARKET,"FROZEN FOOD",ICE-CREAM
24023,"VASELINE PJ (BLUE SEAL) ALOE VERA 250ML 36",,51.99,-22,-1143.78,SUPERMARKET,"HOME AND PERSONAL CARE","SKIN CARE"
37638,"DEVA POWER BLEACH  2L   8",,44.99,-6,-269.94,SUPERMARKET,"HOME AND PERSONAL CARE","HOUSEHOLD CLEANERS"
32101,"EVERPACK TRASH BAG LARGE 55L  6",,69.99,1,69.99,SUPERMARKET,"HOME AND PERSONAL CARE",DISPOSABLE
32102,"EVERPACK ALUMINIUM FOIL 37.5FT  24",,26.99,-8,-215.92,SUPERMARKET,"HOME AND PERSONAL CARE",DISPOSABLE
32172,"VACCUM MUG 450ML PLASTIC INNER STEEL YWU",,18.9,-1,-18.9,"HOUSEWARE & KITCHENWARE",DINNERWARE,MUGS
92415,"WATER BOTTLE 400ML PLASTIC YWU",,14.9,-15,-223.5,"HOUSEWARE & KITCHENWARE","FLASK AND BOTTLES",BOTTLE
90526,"JOHNNIE WALKER BLACK LABEL 200ML 24",,144.99,-8,-1159.92,SUPERMARKET,"BEVERAGES ALCOHOLIC",WHISKEY
92695,"LADLE TURNER CX18191 PLASTIC YWU",,14.9,-1,-14.9,"HOUSEWARE & KITCHENWARE","KITCHEN TOOLS AND CULTARY","COOKING TOOL LADLES AND SERVERS"
90601,"CURTAIN ROD SINGLE 120 TO 210 11009-210AB",,119,-27,-3213,"HOME DECOR & TEXTILES","CURTAIN RODS","CURTAIN RODS"
90610,"CURTAIN ROD SINGLE 120-210 11062-210PC",,119,-6,-714,"HOME DECOR & TEXTILES","CURTAIN RODS","CURTAIN RODS"
93300,"DZIRE STANDING FAN 18"" SF18-054",,519,-1,-519,"ELECTRICAL APPLIANCES",FAN,"STANDING FAN"
88959,"SERVING BOWL MELAMINE 12 INCHES ZHN C60112",,34.9,-23,-802.7,"HOUSEWARE & KITCHENWARE","MELAMINE WARE","MEL BOWL/BOWL+COVER"
91236,"SAIRO BATH&SHOWER GEL PAPAYASENSATION 750ML 8",,51.99,-4,-207.96,SUPERMARKET,"HOME AND PERSONAL CARE","PERSONAL WASH"
91311,"GALAXY BROWN SUGAR CUBE BOTTLE 700G 12",,35.99,-13,-467.87,SUPERMARKET,"FOOD CUPBOARD","SALT  SUGAR AND JAGGERY"
91430,"CHOP TIME SERVIETTE 29CMX29CM 100SHEETS  15",,7.49,-17,-127.33,SUPERMARKET,"HOME AND PERSONAL CARE",DISPOSABLE
91433,"BECKY QUEEN GRAFIK & TIMES 250G  12",,30.99,-9,-278.91,SUPERMARKET,"FOOD CUPBOARD","BREAKFAST CEREALS"
91536,"DETTOL SOAP BEST EVER COOL  155G    48",,21.99,-32,-703.68,SUPERMARKET,"HOME AND PERSONAL CARE","PERSONAL WASH"
89576,"MENTOS ICE GUM SPEARMINT  24DB*12BL *8PCS 288",,9.59,-288,-2761.92,SUPERMARKET,"FOOD CUPBOARD",CONFECTIONERY
89621,"JACQUARD PANEL VELVET CURTAIN  PA-2101",,179,-5,-895,"HOME DECOR & TEXTILES",CURTAINS,"GROMMET CURTAINS"
91879,"BINATONE MICROWAVE OVEN 20L 700W BLACK MWO-2018",,1559,-1,-1559,"ELECTRICAL APPLIANCES",MICROWAVE,"SOLO MICROWAVE"
84379,"COOLER 15L  SSTEEL RED YWU",,629,-1,-629,"HOUSEWARE & KITCHENWARE",KITCHENWARE,"WATER JAR / COOLERS"
87296,"BINATONE BLENDER 1.5L 500W BLG 620/621",,909,-2,-1818,"ELECTRICAL APPLIANCES","FOOD PROCESSOR/BLENDER",BLENDERS
84484,"CHRISTMAS RIBBON 32X35CM",,59,-1,-59,"HOME DECOR & TEXTILES","XMAS SEASONAL","xmas season"
84509,"CHRISTMAS DECORATION 12PCS B",,9.9,-2,-19.8,"HOME DECOR & TEXTILES","XMAS SEASONAL","xmas season"
87570,"COLOUR JOY W/WRITE ALONG VEGETABLE/FRUITS EB158",,4.9,-70,-343,STATIONERY,"CHILDREN BOOKS AND GEN REF","BOOKS AND LEARNINGS"
92265,"SOFTCARE A+ SANITARY PAD YELLOW 16PCS   24",,23.99,-27,-647.73,SUPERMARKET,"HOME AND PERSONAL CARE","FEMININE CARE"
72613,"BROOM BIG PLAZA P6447",,4.9,-57,-279.3,"HOUSEWARE & KITCHENWARE","HOME HYGIENE","BROOM BRUSHES DUSTPANS"
72673,"DEVA SOFTENER  SENSITIVE  4L  4",,135.99,-2,-271.98,SUPERMARKET,"HOME AND PERSONAL CARE","LAUNDRY CARE"
72679,"NOVA PUREZONE BLUE 2LTS  8",,49.99,-4,-199.96,SUPERMARKET,"HOME AND PERSONAL CARE","HOUSEHOLD CLEANERS"
82390,"BINATONE AVR 2KVA DVS-2000",,1159,-3,-3477,"ELECTRICAL APPLIANCES",ELECTRICALS,AVR/AVS
73615,"HAPPY SHOPPER KITCHEN FOIL 75MX30CM  72",,15.99,-3,-47.97,SUPERMARKET,"HOME AND PERSONAL CARE",DISPOSABLE
78719,"PAINTING WITH FRAME 50*60CM MIX DESIGN 2",,89,-2,-178,"HOME DECOR & TEXTILES","HOME DECOR","WallANDTable Decor"
78975,"CHRISTMAS DECORATION BELLS MIX COLOR 195-14",,6.9,-115,-793.5,"HOME DECOR & TEXTILES","XMAS SEASONAL","xmas season"
65905,"SUNNY GOLD WHITE SUGAR STICKS 500G 24",,38.99,-24,-935.76,SUPERMARKET,"FOOD CUPBOARD","SALT  SUGAR AND JAGGERY"
70868,"STARKIST TUNA FLAKES FISH WITH PEPPER 160G  24",,36.99,-27,-998.73,SUPERMARKET,"FOOD CUPBOARD","CANNED FOOD"
71248,"COOL BREEZE HANGING AIR FRESHNER VANILLA 11G  24",,18.99,-97,-1842.03,SUPERMARKET,"HOME AND PERSONAL CARE",FRESHENERS
80153,"SOAP DISH SUCTION R5140 RJK",,34.9,-2,-69.8,"HOUSEWARE & KITCHENWARE",BATHROOM,"SOAP DISH CASE DISPENSERS"
76902,"UNOLI MAYONNAISE 500ML  12",,44.99,-7,-314.93,SUPERMARKET,"FOOD CUPBOARD","SPREADS AND TOPPING"
H0550,"L-ARTISAN MAPLE PECAN COOKIES",,29.99,-1,-29.99,SUPERMARKET,BAKERY,COOKIES
X808,"PRIMA LIQUID SOAP LEMON 4.5L 6",,79.99,-8,-639.92,SUPERMARKET,"HOME AND PERSONAL CARE","HOUSEHOLD CLEANERS"
X953,"CERES SECRET OF THE VALLEY 1L 12",,39.49,-13,-513.37,SUPERMARKET,BEVERAGES,JUICE
N862,"CAMEL ZESTY LIME FRESH LIQUID 500ML 24",,56.99,-24,-1367.76,SUPERMARKET,"HOME AND PERSONAL CARE","HEALTH AND WELLNESS"
S897,"CERES RED GRAPE JUICE 1L 12",,39.49,-9,-355.41,SUPERMARKET,BEVERAGES,JUICE
CL137,"BOWL NTROWA 15LTR 44CMX15CM",,19.9,-8,-159.2,"HOUSEWARE & KITCHENWARE",SERVEWARE,"SERVING BOWL"
CL389,"CENTURY CL389 FRUIT BASKET LARGE 24",,7,-1,-7,"HOUSEWARE & KITCHENWARE","CENTURY PRODUCTS","PL BASKET"
CL566,"ROUND STORAGE CRYSTAL CONTAINER 3PCS SET SSPD",,38.9,-12,-466.8,"HOUSEWARE & KITCHENWARE","STORAGE AND ORGANIZER","STORAGE CONTAINERS"
CL601,"BASIN 6LTR 31CMX12CM",,9.9,-15,-148.5,"HOUSEWARE & KITCHENWARE",LAUNDARY,"BUCKETS AND BASINS"
CL605,"MIXING BOWL SMALL 27CMX24CMX12CM",,16.9,-9,-152.1,"HOUSEWARE & KITCHENWARE",SERVEWARE,"SERVING BOWL"
97129,"KLEANZ HAND SANITIZER 300ML  4",,28.99,-18,-521.82,SUPERMARKET,"HOME AND PERSONAL CARE","PERSONAL WASH"
CL700,"PLATE SQUARE LARGE 27CMX27CMX3CM",,6.9,-18,-124.2,"HOUSEWARE & KITCHENWARE",DINNERWARE,PLATE
CL711,"TAKE AWAY CONTAINER 1250ML 19.5CMX13.2CMX9.5CM",,3.9,-4,-15.6,"HOUSEWARE & KITCHENWARE",DISPOSABLES,"DISPOSABLE CONTAINERS"
CL714,"SPICE CONTAINER 600ML 12.6CMX12.6CMX8CM",,4.9,-3,-14.7,"HOUSEWARE & KITCHENWARE","STORAGE AND ORGANIZER","STORAGE CONTAINERS"
CL721,"BOWL FANCY TINTED 20CMX9CM",,5.9,-12,-70.8,"HOUSEWARE & KITCHENWARE",SERVEWARE,"SERVING BOWL"
CL738,"BUCKET 5LTR TRANSPARENT 21CMX23CM",,14.9,-10,-149,"HOUSEWARE & KITCHENWARE",LAUNDARY,"BUCKETS AND BASINS"
CL744,"OHEMA CASSEROLE 3000ML 32CMX25CMX18CM",,36.9,-3,-110.7,"HOUSEWARE & KITCHENWARE",SERVEWARE,CASSEROLES
CL768,"CRISPER CONTAINER RND 700ML 12CMX10CM",,3.9,-8,-31.2,"HOUSEWARE & KITCHENWARE","STORAGE AND ORGANIZER","STORAGE CONTAINERS"
D123,"CONDOR PEAK MALBEC 750ML 12",,79.99,-9,-719.91,SUPERMARKET,"BEVERAGES ALCOHOLIC",WINES
97636,"FARAGELLO GOLD GUAVA NECTAR JUICE TETRA PACK 1L 12",,29.99,-11,-329.89,SUPERMARKET,BEVERAGES,JUICE
97638,"FARAGELLO GOLD COCKTAIL NECTAR TETRA PACK 1L 12",,29.99,-4,-119.96,SUPERMARKET,BEVERAGES,JUICE
97649,"SUNLIGHT BAR YELLOW 120G  48",,7.29,-72,-524.88,SUPERMARKET,"HOME AND PERSONAL CARE","LAUNDRY CARE"
97653,"SUNLIGHT GREEN DISH WASH BTL 750ML  15",,45.99,-13,-597.87,SUPERMARKET,"HOME AND PERSONAL CARE","HOUSEHOLD CLEANERS"
97692,"LA SALUD NEUTRAL HOUSEHOLD CLEANER 1.5L 8",,40.99,1,40.99,SUPERMARKET,"HOME AND PERSONAL CARE","HOUSEHOLD CLEANERS"
99644,"PRINCESS ROLL ON ROSE 50ML  6",,9.99,-47,-469.53,SUPERMARKET,"HOME AND PERSONAL CARE",FRAGRANCES
99646,"PRINCESS ROLL ON JASMINE 50ML  48",,9.99,-31,-309.69,SUPERMARKET,"HOME AND PERSONAL CARE",FRAGRANCES
94193,"CUP WSWIRL LID AND STRAW KIDS PLASTIC 42215801 YWU",,9.9,-3,-29.7,"HOUSEWARE & KITCHENWARE","FLASK AND BOTTLES","CUPS AND TUMBLERS"
94946,"PEPSODENT TOOTHBRUSH JUNIOR 7-13YRS 1X60PC",,8.99,-59,-530.41,SUPERMARKET,"HOME AND PERSONAL CARE","ORAL CARE"
04421,"ELECTROLUX KETTLE 1.7L 2200W EEWA3330",,599,-1,-599,"ELECTRICAL APPLIANCES",KETTLE,"PLASTIC KETTLE"
06966,"KASAPREKO BRANDY 750ML 12",,36.49,-8,-291.92,SUPERMARKET,"BEVERAGES ALCOHOLIC","COGNAC / BRANDY"
07015,"YAZZ WASHING POWDER 2KG 6",,70.99,-10,-709.9,SUPERMARKET,"HOME AND PERSONAL CARE","LAUNDRY CARE"
100981,"CURTAIN POLYESTER 54X84  W/HANGER DR-TH336",,169,-12,-2028,"HOME DECOR & TEXTILES",CURTAINS,"GROMMET CURTAINS"
100983,"CURTAIN POLYESTER 52X84  WHANGER SI001",,149,-12,-1788,"HOME DECOR & TEXTILES",CURTAINS,"GROMMET CURTAINS"
101088,"AKAI KETTLE 1.8L 1800W SS GREY EK029A-18GE",,279,-4,-1116,"ELECTRICAL APPLIANCES",KETTLE,"STAINLESS STEEL KETTLE"
102177,"EVERPACK PAPA JUMBO MULTI-PURPOSE TOWEL   6",,49.99,-6,-299.94,SUPERMARKET,"HOME AND PERSONAL CARE",DISPOSABLE
102950,"FRES LIQUID SOAP ALOEVERA 350ML  24",,17.99,-17,-305.83,SUPERMARKET,"HOME AND PERSONAL CARE","PERSONAL WASH"
102994,"LEA COMPLEXION CARE SOAP LYS 150G  48",,10.89,-21,-228.69,SUPERMARKET,"HOME AND PERSONAL CARE","PERSONAL WASH"
103764,"GIVERS LIQUID DETERGENT 5L  4",,81.99,-1,-81.99,SUPERMARKET,"HOME AND PERSONAL CARE","LAUNDRY CARE"
104894,"NOSE COVER FASHIONABLE ASSORTED",,2.2,-88,-193.6,"GARMENTS AND FOOTWEAR","FASHION ACCESSORIES","NOSE COVER"
105233,"HOMEFOODS TROPISOUP PALM CREAM SUOP 800G 12",,71.99,-3,-215.97,SUPERMARKET,"FOOD CUPBOARD","CANNED FOOD"
117192,"DOMS CRAYONS SET 6PCS PLASTIC GRIPPIE 8354",,35,-4,-140,STATIONERY,"SCHOOL AND CHILDREN STATIONERY","ART AND HOBBY SETS"
117260,"DOMS DUST FREE ERASER BOX 20PCS 3420",,15.9,-6,-95.4,STATIONERY,"GENERAL STATIONERY","   WRITING SUPPLIES"
118282,"FARAGELLO GOLD APPLE NECTAR  BOTTLE 250ML  24",,11.99,-11,-131.89,SUPERMARKET,BEVERAGES,JUICE
117370,"XMAS DECOR W/3BELLS DESIGN GOLD JHWFW21-190",,8.9,-105,-934.5,"HOME DECOR & TEXTILES","XMAS SEASONAL","xmas season"
117468,"XMAS DECOR BALL 4CM JHY-2106530",,22.9,-17,-389.3,"HOME DECOR & TEXTILES","XMAS SEASONAL","xmas season"
117587,"BEATER PLASTIC URVE UR-3004",,4.9,-2,-9.8,"HOUSEWARE & KITCHENWARE","KITCHEN TOOLS AND CULTARY","WHISKER BEATER AND MIXERS"
117620,"STRAINER PLASTIC 12CM UR-3073",,19.9,-3,-59.7,"HOUSEWARE & KITCHENWARE","KITCHEN TOOLS AND CULTARY","STRAINER AND FILTERS"
115168,"VOLTPLUS EXTENSION SOCKET 4W2M I.SWIT VP-EC4W2MMS",,149,-2,-298,"ELECTRICAL APPLIANCES",ELECTRICALS,"EXTENSION CORD"
117652,"STORAGE BOX 3PCS SET PLASTIC UR-3209",,14.9,1,14.9,"HOUSEWARE & KITCHENWARE","STORAGE AND ORGANIZER","STORAGE CONTAINERS"
115211,"TABLE LAMP 37CM APPROX 2COLOR MIX CT1501-51S",,279,-1,-279,"HOME DECOR & TEXTILES","HOME DECOR","DECORATIVE LIGHTS AND LAMPS"
115371,"TROLLEY WWHEEL 3LAYER RECT 49X32X68CM PP506005",,149,-5,-745,"HOUSEWARE & KITCHENWARE",KITCHENWARE,"RACKS AND HOLDERS"
110742,"SANITA  CLUB TRASH BAGS 50GALLONSX20   10",,60.99,-5,-304.95,SUPERMARKET,"HOME AND PERSONAL CARE",DISPOSABLE
110744,"SANITA CLUB TRASH BAGS 70GALLONSX10   10",,59.99,-11,-659.89,SUPERMARKET,"HOME AND PERSONAL CARE",DISPOSABLE
114751,"FRICTION MOTOR TOY 120 WHITE MT489942",,75,-5,-375,"TOYS AND ENTERTAINMENT","TOYS CARS TRAINS AND VEHICLES","FRICTION TOYS"
109770,"DUSTBIN WLID WHIRLPOOL DESIGN 7L PLASTIC M-132",,59,-6,-354,"HOUSEWARE & KITCHENWARE","HOME HYGIENE",DUSTBINS
113417,"FUN CUP WITH PIPETTE 2PCS PLASTIC BSF-00533",,14.9,-3,-44.7,"HOUSEWARE & KITCHENWARE","FLASK AND BOTTLES","CUPS AND TUMBLERS"
113811,"MCBERRY DEXTERS 3+2 BUTTER CREAM CRACKERS 30G  48",,1.39,-37,-51.43,SUPERMARKET,"FOOD CUPBOARD",BISCUITS
121826,"CLOTHES PEG SET 12PCS MEGA",,12.9,-30,-387,"HOUSEWARE & KITCHENWARE",LAUNDARY,"CLOTH PEGS / CLIP"
119592,"FARAGELLO GOLD COCKTAIL NECTAR GLASS BOTTLE 1L  6",,33.99,-7,-237.93,SUPERMARKET,BEVERAGES,JUICE
120209,"FRIDGE BOTTLE 550ML PLASTIC 2675",,9.9,-2,-19.8,"HOUSEWARE & KITCHENWARE","FLASK AND BOTTLES",BOTTLE
131082,"ROMAR REFILL AUTOM AIR FRESH LOVE DCL 250ML  6",,48.99,-5,-244.95,SUPERMARKET,"HOME AND PERSONAL CARE",FRESHENERS
129822,"ROPE POLYPROPYLENE 8MMX10M YWU",,9.9,-3,-29.7,"HOUSEWARE & KITCHENWARE",LAUNDARY,"CLOTH LINE/ STRING"
13203,"KONKORD IODIZED SALT 500G 50",,4.49,-61,-273.89,SUPERMARKET,"FOOD CUPBOARD","SALT  SUGAR AND JAGGERY"
13204,"KONKORD IODIZED SALT 1000G 25",,8.89,-17,-151.13,SUPERMARKET,"FOOD CUPBOARD","SALT  SUGAR AND JAGGERY"
125276,"AIRPRO MINI CLIP A/REFRSHNER VIOLET BLAST 2.5ML 6",,20.49,-2,-40.98,SUPERMARKET,"HOME AND PERSONAL CARE",FRESHENERS
